acc	ApApos2	ApAbridge	ApCpos2	ApCbridge	ApGpos1	ApGpos2	ApGbridge	ApTpos2	ApTbridge	CpApos2	CpAbridge	CpCpos2	CpCbridge	CpGpos1	CpGpos2	CpGbridge	CpTpos1	CpTpos2	CpTbridge	GpApos2	GpAbridge	GpCpos2	GpCbridge	GpGpos2	GpGbridge	GpTpos2	GpTbridge	TpApos2	TpAbridge	TpCpos1	TpCpos2	TpCbridge	TpGpos2	TpGbridge	TpTpos1	TpTpos2	TpTbridge
KR906774	0.492753623	0.243142179	0.41025641	0.151219909	0.393086142	0.507246377	0.377017061	0.58974359	0.191462223	0.324640416	0.175295722	0.211200875	0.157745139	0.272727273	0.105919439	0.150443057	0.676470588	0.273120917	0.184976179	0.357242903	0.241216581	0.065225167	0.107975462	0.365669778	0.247111328	0.181642968	0.125117681	0.28510347	0.091294986	0.794117647	0.241132541	0.312831114	0.386942044	0.323350891	0.489031843	0.192410739	0.163109565
KR906776	0.492753623	0.243235307	0.41025641	0.151179546	0.393671607	0.507246377	0.377055275	0.58974359	0.182933043	0.314756317	0.175609803	0.209633516	0.158005204	0.272727273	0.120052904	0.159926206	0.676470588	0.271091769	0.184923718	0.357364809	0.241140928	0.065319882	0.10819326	0.365652182	0.247201591	0.181702457	0.133067514	0.289026928	0.091362647	0.794117647	0.252033804	0.313178239	0.375969357	0.314410691	0.488075416	0.185874501	0.16316396
KR906780	0.449275362	0.231667072	0.448717949	0.140813831	0.406172385	0.550724638	0.398396822	0.551282051	0.207557381	0.362459277	0.184239176	0.230927753	0.177322903	0.272727273	0.070356518	0.165649289	0.705882353	0.240109266	0.195456392	0.341902239	0.263595853	0.073540422	0.120113774	0.381086486	0.228070278	0.181742279	0.097632562	0.288388353	0.082337983	0.771428571	0.25088298	0.302519546	0.387450042	0.300621988	0.462089554	0.182128498	0.141661179
KR906782	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KR906784	0.492753623	0.243274585	0.41025641	0.15117979	0.393886703	0.507246377	0.377082564	0.58974359	0.163239956	0.307289943	0.175687281	0.209627231	0.158065648	0.272727273	0.127519917	0.159924689	0.676470588	0.27108522	0.184966194	0.357395911	0.241138636	0.065345212	0.108225301	0.365670146	0.247214497	0.181724395	0.153483715	0.289007752	0.091371127	0.794117647	0.25203416	0.313300667	0.376069984	0.314412298	0.488075416	0.185838209	0.163175223
KR906789	0.492753623	0.243235307	0.41025641	0.151179546	0.393671607	0.507246377	0.377055275	0.58974359	0.182933043	0.314756317	0.175609803	0.209633516	0.158005204	0.272727273	0.120052904	0.159926206	0.676470588	0.271091769	0.184923718	0.357364809	0.241140928	0.065319882	0.10819326	0.365652182	0.247201591	0.181702457	0.133067514	0.289026928	0.091362647	0.794117647	0.252033804	0.313178239	0.375969357	0.314410691	0.488075416	0.185874501	0.16316396
KR906790	0.47826087	0.249131612	0.423076923	0.104807166	0.394469856	0.52173913	0.376441739	0.576923077	0.189942763	0.300307929	0.179854875	0.206543495	0.181374067	0.272727273	0.130254042	0.155177985	0.764705882	0.277752117	0.168112742	0.379302729	0.237016427	0.065422122	0.159559413	0.344187984	0.256597702	0.181766397	0.124356684	0.288707281	0.087682356	0.794117647	0.248494817	0.326788868	0.400600743	0.310522064	0.419556391	0.17832109	0.143917139
KR906792	0.449275362	0.231734328	0.461538462	0.140743677	0.407128754	0.550724638	0.388605171	0.538461538	0.206254459	0.355042117	0.184791346	0.250394101	0.215572886	0.272727273	0.07777477	0.176858414	0.735294118	0.220675891	0.167713501	0.342082089	0.26355247	0.073711491	0.1204906	0.381061104	0.238600214	0.181847766	0.097231742	0.288493774	0.082460444	0.771428571	0.251655674	0.292685987	0.387694851	0.290419228	0.437594143	0.182694296	0.141692533
KT336432	0.449275362	0.232633928	0.461538462	0.131627659	0.398835263	0.550724638	0.399015005	0.538461538	0.203265056	0.331600291	0.18513538	0.194291358	0.163645864	0.272727273	0.10341496	0.162749607	0.696969697	0.275688018	0.196378009	0.422929032	0.254381239	0.064133982	0.115974718	0.301290488	0.237794508	0.18847409	0.116786516	0.281136169	0.08456327	0.777777778	0.275705233	0.319970912	0.392663949	0.294158258	0.472683785	0.163484188	0.138872692
KT336433	0.449275362	0.2295048	0.448717949	0.152882219	0.398216626	0.550724638	0.398265452	0.551282051	0.207958568	0.336158981	0.199037516	0.209042072	0.185631758	0.272727273	0.096044094	0.14686071	0.727272727	0.26384288	0.18585567	0.438635301	0.252723171	0.089826969	0.106670303	0.285682306	0.22802101	0.162686164	0.097724173	0.281129848	0.078292905	0.777777778	0.245666502	0.301643188	0.392388346	0.319264665	0.450403928	0.193260329	0.145747191
KT336434	0.463768116	0.224875943	0.448717949	0.144325571	0.399551133	0.536231884	0.408242875	0.551282051	0.211282349	0.336159539	0.187642833	0.247461184	0.179695222	0.272727273	0.110733224	0.174884904	0.727272727	0.210736403	0.217181779	0.438909769	0.262179728	0.074793253	0.116582346	0.270004857	0.228259722	0.193225255	0.091051582	0.281349075	0.099671278	0.777777778	0.267745973	0.299557072	0.39271282	0.283490979	0.446619128	0.173537504	0.122664433
KT336435	0.463768116	0.246226102	0.448717949	0.144587133	0.39772179	0.536231884	0.403073511	0.551282051	0.221697338	0.362637776	0.175339571	0.206044904	0.156216292	0.272727273	0.098900927	0.159610149	0.696969697	0.23718009	0.202992653	0.460351221	0.251613951	0.067884383	0.115665357	0.264232836	0.243825837	0.184250204	0.091853149	0.277750892	0.090348097	0.777777778	0.246541898	0.30830283	0.396944733	0.286836025	0.473831335	0.191667221	0.141685671
KT336436	0.434782609	0.245683328	0.448717949	0.131711021	0.398319888	0.565217391	0.388590405	0.551282051	0.222350719	0.338845263	0.182477962	0.179506695	0.146203121	0.272727273	0.103469747	0.169591666	0.696969697	0.282976442	0.16577345	0.444607062	0.259003281	0.072638871	0.115699369	0.27988502	0.248767641	0.179692387	0.100020639	0.291293201	0.078419028	0.777777778	0.263267528	0.336149788	0.392623399	0.286329037	0.473951002	0.16053582	0.146339562
KT336437	0.449275362	0.246130996	0.441558442	0.144619306	0.397908108	0.550724638	0.393859795	0.558441558	0.221802619	0.360013566	0.173123222	0.211855283	0.161075462	0.272727273	0.098175241	0.156721893	0.696969697	0.235475408	0.203155843	0.460359874	0.251491281	0.071923348	0.115657609	0.264265998	0.246870137	0.180313989	0.091898893	0.277686984	0.092607271	0.777777778	0.235990716	0.303942032	0.397015881	0.292615154	0.473951002	0.202199505	0.141780554
KX148203	0.449275362	0.232825021	0.448717949	0.144561523	0.398688349	0.550724638	0.417196508	0.551282051	0.193219194	0.343425254	0.187719883	0.18228319	0.163349077	0.272727273	0.115359334	0.156155416	0.727272727	0.26375673	0.193143515	0.422923097	0.265929411	0.064060931	0.115922012	0.301291482	0.235542699	0.188383401	0.112674113	0.291361536	0.078469276	0.777777778	0.280086298	0.319410925	0.379240082	0.293798568	0.450029914	0.158730274	0.141758027
KX148204	0.455882353	0.248865731	0.443037975	0.144783959	0.396898423	0.544117647	0.398941592	0.556962025	0.215334341	0.338964402	0.173154851	0.17964013	0.168493522	0.272727273	0.100585113	0.127783881	0.727272727	0.285856311	0.190553344	0.41661739	0.24427388	0.063863384	0.115193435	0.307133935	0.231497998	0.188275196	0.092219919	0.291174153	0.095481654	0.777777778	0.253330757	0.313468623	0.378575727	0.334351558	0.453016421	0.183920115	0.14514417
KX148205	0.441176471	0.234218468	0.435897436	0.143957985	0.415891012	0.558823529	0.36538096	0.564102564	0.214393498	0.340173648	0.18529224	0.204044699	0.158744816	0.260869565	0.085214838	0.141568482	0.705882353	0.274405804	0.199066954	0.352120754	0.265279824	0.072448173	0.111219386	0.375368526	0.253167024	0.179038381	0.092101743	0.278098747	0.079414833	0.771428571	0.251708011	0.313076932	0.400929241	0.325694134	0.463706481	0.18013785	0.13864326
KX148206	0.507246377	0.244265266	0.397435897	0.151169519	0.392989161	0.492753623	0.373432918	0.602564103	0.195895806	0.321757094	0.182323674	0.214238374	0.164213268	0.272727273	0.096653803	0.159957752	0.705882353	0.282429059	0.181930016	0.357235531	0.224621615	0.065295489	0.108099997	0.365612315	0.248618667	0.18166464	0.119769643	0.275238454	0.096203489	0.794117647	0.258196375	0.314913275	0.386747561	0.314588113	0.466042047	0.19027815	0.158799551
KX148208	0.463768116	0.199787848	0.423076923	0.152302341	0.389069677	0.536231884	0.388942773	0.576923077	0.191878613	0.313387089	0.17465783	0.189428019	0.164744718	0.318181818	0.104540953	0.149687928	0.705882353	0.296901966	0.193995885	0.39492396	0.268867703	0.064785804	0.127993048	0.328676594	0.217308152	0.190578545	0.108627655	0.234032606	0.104399363	0.771428571	0.279533427	0.315983369	0.410062017	0.350071369	0.46527092	0.192618766	0.151293368
KY210222	0.449275362	0.24247154	0.448717949	0.140813831	0.430275481	0.550724638	0.381029834	0.551282051	0.207557381	0.352057087	0.193408214	0.231992775	0.168739404	0.227272727	0.078142895	0.172798147	0.705882353	0.241216633	0.188433451	0.357713244	0.251907594	0.074327404	0.120113774	0.365515649	0.238445799	0.183687169	0.097632562	0.278070219	0.082841035	0.764705882	0.253444204	0.301093719	0.387450042	0.300621988	0.462089554	0.186083885	0.145411595
KY210223	0.492753623	0.243142179	0.41025641	0.151219909	0.393086142	0.507246377	0.377017061	0.58974359	0.191462223	0.324640416	0.175295722	0.211200875	0.157745139	0.272727273	0.105919439	0.150443057	0.676470588	0.273120917	0.184976179	0.357242903	0.241216581	0.065225167	0.107975462	0.365669778	0.247111328	0.181642968	0.125117681	0.28510347	0.091294986	0.794117647	0.241132541	0.312831114	0.386942044	0.323350891	0.489031843	0.192410739	0.163109565
KY210224	0.449275362	0.231722595	0.461538462	0.140763011	0.406939494	0.550724638	0.388596557	0.538461538	0.206582691	0.355038632	0.184672133	0.250387349	0.188002325	0.272727273	0.077777892	0.176764386	0.705882353	0.22067168	0.195294021	0.34204405	0.263564513	0.073676247	0.120402561	0.381072686	0.238565246	0.181826043	0.097337719	0.288461922	0.082432409	0.771428571	0.251461909	0.292621518	0.387657854	0.290264355	0.46059008	0.182547425	0.141687214
KY210226	0.449275362	0.231711381	0.461538462	0.140782465	0.406751338	0.550724638	0.388588103	0.538461538	0.206910227	0.35503501	0.18455296	0.238363305	0.175341778	0.272727273	0.077781137	0.176669803	0.705882353	0.232684331	0.195363952	0.342005887	0.263576827	0.073640847	0.120314036	0.381084306	0.238529883	0.181804224	0.097443215	0.288430049	0.082404472	0.771428571	0.251267254	0.305084514	0.387620824	0.290108551	0.461089844	0.182399879	0.141681407
KY210227	0.492753623	0.243235307	0.41025641	0.151179546	0.393671607	0.507246377	0.377055275	0.58974359	0.182933043	0.314756317	0.175609803	0.209633516	0.158005204	0.272727273	0.120052904	0.159926206	0.676470588	0.271091769	0.184923718	0.357364809	0.241140928	0.065319882	0.10819326	0.365652182	0.247201591	0.181702457	0.133067514	0.289026928	0.091362647	0.794117647	0.252033804	0.313178239	0.375969357	0.314410691	0.488075416	0.185874501	0.16316396
KY210229	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210231	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210232	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210234	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210235	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210238	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210239	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210243	0.449275362	0.226901354	0.448717949	0.140829609	0.406583813	0.550724638	0.388594511	0.551282051	0.207569096	0.355023171	0.184389945	0.238335557	0.177430647	0.272727273	0.077791743	0.175010883	0.705882353	0.232674835	0.188990547	0.341956202	0.268813056	0.073598687	0.120157351	0.381128801	0.238470425	0.18177829	0.097673088	0.278250267	0.082359451	0.771428571	0.242329289	0.302783217	0.400917359	0.291263987	0.462089554	0.190615188	0.148229006
KY210244	0.449275362	0.231722595	0.461538462	0.140763011	0.406939494	0.550724638	0.388596557	0.538461538	0.206582691	0.355038632	0.184672133	0.250387349	0.188002325	0.272727273	0.077777892	0.176764386	0.705882353	0.22067168	0.195294021	0.34204405	0.263564513	0.073676247	0.120402561	0.381072686	0.238565246	0.181826043	0.097337719	0.288461922	0.082432409	0.771428571	0.251461909	0.292621518	0.387657854	0.290264355	0.46059008	0.182547425	0.141687214
KY210245	0.47826087	0.249131612	0.423076923	0.104807166	0.394469856	0.52173913	0.376441739	0.576923077	0.189942763	0.300307929	0.179854875	0.206543495	0.181374067	0.272727273	0.130254042	0.155177985	0.764705882	0.277752117	0.168112742	0.379302729	0.237016427	0.065422122	0.159559413	0.344187984	0.256597702	0.181766397	0.124356684	0.288707281	0.087682356	0.794117647	0.248494817	0.326788868	0.400600743	0.310522064	0.419556391	0.17832109	0.143917139
KY210247	0.449275362	0.231713562	0.448717949	0.140829609	0.406583813	0.550724638	0.388594511	0.551282051	0.18743599	0.343001334	0.184389945	0.238335557	0.177430647	0.272727273	0.089813579	0.175010883	0.705882353	0.232674835	0.188990547	0.341956202	0.263608384	0.073598687	0.120157351	0.381128801	0.238470425	0.18177829	0.118508352	0.28834411	0.082359451	0.771428571	0.242329289	0.302783217	0.387643255	0.291263987	0.462089554	0.190615188	0.148229006
KY210248	0.449275362	0.231722595	0.461538462	0.140763011	0.406939494	0.550724638	0.388596557	0.538461538	0.206582691	0.355038632	0.184672133	0.250387349	0.188002325	0.272727273	0.077777892	0.176764386	0.705882353	0.22067168	0.195294021	0.34204405	0.263564513	0.073676247	0.120402561	0.381072686	0.238565246	0.181826043	0.097337719	0.288461922	0.082432409	0.771428571	0.251461909	0.292621518	0.387657854	0.290264355	0.46059008	0.182547425	0.141687214
KY210249	0.449275362	0.231700686	0.461538462	0.140802039	0.406564282	0.550724638	0.388579812	0.538461538	0.20723707	0.35503125	0.184433822	0.238354493	0.177490394	0.272727273	0.077784505	0.179447969	0.705882353	0.232681315	0.188886481	0.341967598	0.263589412	0.073605289	0.120225023	0.381095963	0.238494126	0.181782308	0.097548227	0.288398154	0.08237663	0.771428571	0.242524627	0.302737321	0.38758376	0.287078499	0.461589668	0.190798725	0.14822133
KY210250	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210251	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210252	0.47826087	0.249131612	0.423076923	0.104807166	0.394469856	0.52173913	0.376441739	0.576923077	0.189942763	0.300307929	0.179854875	0.206543495	0.181374067	0.272727273	0.130254042	0.155177985	0.764705882	0.277752117	0.168112742	0.379302729	0.237016427	0.065422122	0.159559413	0.344187984	0.256597702	0.181766397	0.124356684	0.288707281	0.087682356	0.794117647	0.248494817	0.326788868	0.400600743	0.310522064	0.419556391	0.17832109	0.143917139
KY210253	0.492753623	0.254826935	0.423076923	0.151223889	0.392887867	0.507246377	0.377094865	0.576923077	0.191347092	0.32220399	0.171362833	0.209594822	0.157542697	0.272727273	0.112609168	0.150428697	0.676470588	0.271051446	0.184814586	0.379014147	0.234260741	0.065173399	0.10794187	0.344190374	0.2470737	0.181605668	0.125106945	0.299434233	0.091337922	0.794117647	0.232757235	0.312547353	0.375724643	0.323260355	0.488924606	0.198008536	0.162988785
KY210254	0.492753623	0.254826935	0.423076923	0.151223889	0.392887867	0.507246377	0.377094865	0.576923077	0.191347092	0.32220399	0.171362833	0.209594822	0.157542697	0.272727273	0.112609168	0.150428697	0.676470588	0.271051446	0.184814586	0.379014147	0.234260741	0.065173399	0.10794187	0.344190374	0.2470737	0.181605668	0.125106945	0.299434233	0.091337922	0.794117647	0.232757235	0.312547353	0.375724643	0.323260355	0.488924606	0.198008536	0.162988785
KY210255	0.492753623	0.254826935	0.423076923	0.151223889	0.392887867	0.507246377	0.377094865	0.576923077	0.191347092	0.32220399	0.171362833	0.209594822	0.157542697	0.272727273	0.112609168	0.150428697	0.676470588	0.271051446	0.184814586	0.379014147	0.234260741	0.065173399	0.10794187	0.344190374	0.2470737	0.181605668	0.125106945	0.299434233	0.091337922	0.794117647	0.232757235	0.312547353	0.375724643	0.323260355	0.488924606	0.198008536	0.162988785
KY210256	0.492753623	0.254826935	0.423076923	0.151223889	0.392887867	0.507246377	0.377094865	0.576923077	0.191347092	0.32220399	0.171362833	0.209594822	0.157542697	0.272727273	0.112609168	0.150428697	0.676470588	0.271051446	0.184814586	0.379014147	0.234260741	0.065173399	0.10794187	0.344190374	0.2470737	0.181605668	0.125106945	0.299434233	0.091337922	0.794117647	0.232757235	0.312547353	0.375724643	0.323260355	0.488924606	0.198008536	0.162988785
KY210257	0.492753623	0.243235307	0.41025641	0.151179546	0.393671607	0.507246377	0.377055275	0.58974359	0.182933043	0.314756317	0.175609803	0.209633516	0.158005204	0.272727273	0.120052904	0.159926206	0.676470588	0.271091769	0.184923718	0.357364809	0.241140928	0.065319882	0.10819326	0.365652182	0.247201591	0.181702457	0.133067514	0.289026928	0.091362647	0.794117647	0.252033804	0.313178239	0.375969357	0.314410691	0.488075416	0.185874501	0.16316396
KY210258	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210260	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210263	0.47826087	0.249106945	0.423076923	0.104813969	0.394279899	0.52173913	0.376442815	0.576923077	0.190224231	0.300300654	0.179735571	0.206533548	0.164364824	0.272727273	0.130262504	0.155091727	0.735294118	0.277747366	0.184748127	0.379262071	0.237048865	0.065388072	0.159482054	0.344201504	0.25655282	0.181747563	0.124524548	0.28868564	0.08765344	0.794117647	0.248297044	0.326700234	0.4005562	0.310347721	0.442401439	0.17817362	0.143956421
KY210264	0.47826087	0.23972295	0.423076923	0.151200137	0.39370045	0.52173913	0.367130665	0.576923077	0.191181417	0.322215115	0.179391303	0.197549233	0.145515904	0.272727273	0.112595523	0.150523633	0.676470588	0.283147618	0.185014414	0.357350526	0.244992918	0.065310741	0.108132669	0.365687935	0.257744121	0.181705754	0.125008961	0.275367858	0.087519548	0.794117647	0.245885311	0.325639476	0.39421642	0.323542875	0.488553598	0.191618711	0.163153964
KY210265	0.449275362	0.231722595	0.461538462	0.140763011	0.406939494	0.550724638	0.388596557	0.538461538	0.206582691	0.355038632	0.184672133	0.250387349	0.188002325	0.272727273	0.077777892	0.176764386	0.705882353	0.22067168	0.195294021	0.34204405	0.263564513	0.073676247	0.120402561	0.381072686	0.238565246	0.181826043	0.097337719	0.288461922	0.082432409	0.771428571	0.251461909	0.292621518	0.387657854	0.290264355	0.46059008	0.182547425	0.141687214
KY210266	0.492753623	0.254826935	0.423076923	0.151223889	0.392887867	0.507246377	0.377094865	0.576923077	0.191347092	0.32220399	0.171362833	0.209594822	0.157542697	0.272727273	0.112609168	0.150428697	0.676470588	0.271051446	0.184814586	0.379014147	0.234260741	0.065173399	0.10794187	0.344190374	0.2470737	0.181605668	0.125106945	0.299434233	0.091337922	0.794117647	0.232757235	0.312547353	0.375724643	0.323260355	0.488924606	0.198008536	0.162988785
KY210267	0.449275362	0.231606458	0.448717949	0.140820264	0.406545675	0.550724638	0.388496606	0.551282051	0.199645917	0.355056086	0.184433849	0.230980603	0.177601141	0.272727273	0.077762256	0.165738674	0.705882353	0.240133335	0.202118325	0.341952463	0.263432635	0.07361928	0.120199925	0.381100572	0.238514068	0.181829649	0.097576775	0.274848134	0.082332611	0.771428571	0.259638724	0.302941016	0.387546664	0.300900245	0.461709432	0.182241799	0.141755957
KY210269	0.492753623	0.243235307	0.41025641	0.151179546	0.393671607	0.507246377	0.377055275	0.58974359	0.182933043	0.314756317	0.175609803	0.209633516	0.158005204	0.272727273	0.120052904	0.159926206	0.676470588	0.271091769	0.184923718	0.357364809	0.241140928	0.065319882	0.10819326	0.365652182	0.247201591	0.181702457	0.133067514	0.289026928	0.091362647	0.794117647	0.252033804	0.313178239	0.375969357	0.314410691	0.488075416	0.185874501	0.16316396
KY210270	0.492753623	0.243235307	0.41025641	0.151179546	0.393671607	0.507246377	0.377055275	0.58974359	0.182933043	0.314756317	0.175609803	0.209633516	0.158005204	0.272727273	0.120052904	0.159926206	0.676470588	0.271091769	0.184923718	0.357364809	0.241140928	0.065319882	0.10819326	0.365652182	0.247201591	0.181702457	0.133067514	0.289026928	0.091362647	0.794117647	0.252033804	0.313178239	0.375969357	0.314410691	0.488075416	0.185874501	0.16316396
KY210271	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210272	0.449275362	0.231690511	0.448717949	0.140821734	0.406378327	0.550724638	0.388571682	0.551282051	0.207563219	0.355027352	0.184314716	0.238345357	0.177376758	0.272727273	0.077787997	0.175011803	0.705882353	0.232678189	0.188947717	0.341929184	0.26360227	0.07356957	0.120135518	0.381107659	0.238457971	0.181760294	0.097652755	0.288366238	0.082348882	0.771428571	0.242338482	0.302651347	0.387546664	0.291261266	0.462089554	0.190639501	0.148220865
KY210273	0.449275362	0.231722595	0.461538462	0.140763011	0.406939494	0.550724638	0.388596557	0.538461538	0.206582691	0.355038632	0.184672133	0.250387349	0.188002325	0.272727273	0.077777892	0.176764386	0.705882353	0.22067168	0.195294021	0.34204405	0.263564513	0.073676247	0.120402561	0.381072686	0.238565246	0.181826043	0.097337719	0.288461922	0.082432409	0.771428571	0.251461909	0.292621518	0.387657854	0.290264355	0.46059008	0.182547425	0.141687214
KY210278	0.449275362	0.231667072	0.448717949	0.140813831	0.406172385	0.550724638	0.398396822	0.551282051	0.207557381	0.362459277	0.184239176	0.230927753	0.177322903	0.272727273	0.070356518	0.165649289	0.705882353	0.240109266	0.195456392	0.341902239	0.263595853	0.073540422	0.120113774	0.381086486	0.228070278	0.181742279	0.097632562	0.288388353	0.082337983	0.771428571	0.25088298	0.302519546	0.387450042	0.300621988	0.462089554	0.182128498	0.141661179
KY210279	0.492753623	0.250604649	0.41025641	0.154111378	0.383786895	0.507246377	0.373369058	0.58974359	0.182285211	0.314754245	0.167876174	0.209627231	0.160951405	0.285714286	0.120055616	0.167678377	0.676470588	0.27108522	0.186527647	0.36122696	0.243854467	0.065795265	0.110543415	0.363523176	0.244629324	0.182975986	0.132607223	0.289007752	0.09339586	0.794117647	0.25203416	0.319020502	0.376069984	0.31151035	0.488075416	0.185838209	0.164552721
KY210280	0.492753623	0.243142179	0.41025641	0.151219909	0.393086142	0.507246377	0.377017061	0.58974359	0.191462223	0.324640416	0.175295722	0.211200875	0.157745139	0.272727273	0.105919439	0.150443057	0.676470588	0.273120917	0.184976179	0.357242903	0.241216581	0.065225167	0.107975462	0.365669778	0.247111328	0.181642968	0.125117681	0.28510347	0.091294986	0.794117647	0.241132541	0.312831114	0.386942044	0.323350891	0.489031843	0.192410739	0.163109565
