Reference,Name,Length,CAI,%G+C,%G+C(1),%G+C(2),%G+C(3),Nc
Desmodus rotundus,OP375418,1353,0.742,44.9,47.9,38.8,47.9,54.1
Desmodus rotundus,OP375421,1353,0.738,44.7,48.1,38.8,47.2,53.9
Desmodus rotundus,OP375423,1353,0.733,44.5,48.1,38.8,46.6,54.3
Desmodus rotundus,OR045939,1353,0.735,43.8,47.7,38.8,44.8,54.3
Desmodus rotundus,OR045949,1353,0.741,44.7,48.1,38.8,47.2,53.3
Desmodus rotundus,OR270973,1353,0.743,44.6,47.9,38.8,47.2,54.8
Desmodus rotundus,OR270979,1353,0.741,44.6,48.1,38.8,47,55.3
Desmodus rotundus,OR270997,1353,0.743,44.6,47.9,38.8,47,54.7
Desmodus rotundus,OR270998,1353,0.742,44.6,47.7,38.8,47.2,54.4
Desmodus rotundus,OR270999,1353,0.743,44.7,47.9,38.8,47.5,54.4
Desmodus rotundus,OR271001,1353,0.743,44.6,47.9,38.8,47,54.8
Desmodus rotundus,OR271003,1353,0.743,44.6,47.7,38.8,47.2,54.4
Desmodus rotundus,PV855388,1353,0.734,44.4,47.9,39,46.3,53.4
Desmodus rotundus,PV855390,1353,0.733,44.6,48.1,39,46.8,53.3
Desmodus rotundus,PV855392,1353,0.734,44.5,47.9,39,46.6,53.5
Desmodus rotundus,PV855393,1353,0.737,44.3,47.7,38.8,46.6,53.5
Desmodus rotundus,PV855394,1353,0.735,44.4,47.7,39,46.6,53.6
Desmodus rotundus,PV855397,1353,0.733,44.5,48.1,39,46.3,53.4
Desmodus rotundus,PV855415,1353,0.734,44.6,48.1,39,46.6,53.2
Desmodus rotundus,EU345002,1353,0.751,44.3,46.8,38.8,47.5,57.7
Desmodus rotundus,EU345003,1353,0.744,44.2,46.8,38.8,47,58.9
Desmodus rotundus,EU345004,1353,0.744,44,46.8,38.8,46.3,58.4
Desmodus rotundus,JQ685938,1353,0.747,44.1,45.9,38.8,47.5,58
Desmodus rotundus,JQ685968,1353,0.747,43.8,45.9,38.8,46.8,58.6
Desmodus rotundus,MW055084,1353,0.752,44.3,46.8,38.4,47.7,57.1
Desmodus rotundus,MW055085,1353,0.751,44.4,47,38.6,47.7,57.1
Desmodus rotundus,MW055086,1353,0.749,44.1,45.9,39,47.2,57.7
Desmodus rotundus,MW055087,1353,0.749,44,45.7,38.8,47.5,58.2
Desmodus rotundus,AB519642,1353,0.749,43.5,46.3,39.9,44.3,55.4
Desmodus rotundus,AF070449,1353,0.75,44,46.3,40.1,45.5,56.1
Desmodus rotundus,AF351847,1353,0.745,43.7,46.3,40.1,44.6,56.8
Desmodus rotundus,AF351852,1353,0.746,43.5,46.1,39.9,44.6,55.4
Desmodus rotundus,AY854587,1353,0.749,43.8,46.1,40.6,44.6,55.9
Desmodus rotundus,AY854592,1353,0.75,44.1,46.3,39.9,46.1,56.5
Desmodus rotundus,AY854594,1353,0.753,44.1,46.3,39.9,46.1,56.3
Desmodus rotundus,AY877433,1353,0.753,44.6,46.3,40.4,47.2,55.5
Desmodus rotundus,AY877434,1353,0.747,43.6,46.3,39.9,44.6,56.8
Desmodus rotundus,AY877435,1353,0.75,43.7,46.6,39.9,44.6,55.9
Desmodus rotundus,GU592648,1353,0.752,43.3,46.1,39.9,43.9,55.6
Desmodus rotundus,KF656696,1353,0.757,43.8,46.3,39.9,45.2,56.1
Desmodus rotundus,KF864234,1353,0.751,44.3,46.6,40.1,46.3,56.1
Desmodus rotundus,KF864322,1353,0.747,44.3,46.6,40.1,46.1,56.9
Desmodus rotundus,KF864397,1353,0.74,43.6,46.6,39.7,44.6,56.5
Desmodus rotundus,KM594040,1353,0.746,43.7,46.1,39.9,45,56.5
Desmodus rotundus,KM594041,1353,0.758,43.5,46.1,39.9,44.6,53.4
Desmodus rotundus,KM594042,1353,0.749,44,46.1,39.9,45.9,56.9
Desmodus rotundus,KP202393,1353,0.747,43.6,46.6,39.7,44.6,56.4
Desmodus rotundus,KT023101,1353,0.756,43.5,46.3,39.7,44.3,53.7
Desmodus rotundus,MN968374,1353,0.752,44.5,46.1,39.9,47.5,56.7
Desmodus rotundus,MN968375,1353,0.752,44.6,46.3,39.9,47.5,56.8
Desmodus rotundus,MN968377,1353,0.752,44.6,46.3,39.9,47.5,56.6
Desmodus rotundus,MN968386,1353,0.753,44.6,46.3,39.9,47.7,56.7
Desmodus rotundus,MT891038,1353,0.749,43.6,45.9,39.5,45.5,55.5
Desmodus rotundus,MW249020,1353,0.751,43.9,46.1,39.9,45.7,56.3
Desmodus rotundus,MW579786,1353,0.749,43.2,46.3,39.9,43.2,55.4
Desmodus rotundus,MW579820,1353,0.746,43.2,46.3,39.9,43.2,55.5
Desmodus rotundus,MW579824,1353,0.756,44.2,46.1,40.1,46.3,55.9
Desmodus rotundus,MW579833,1353,0.746,43.2,46.3,39.9,43.2,55.3
Desmodus rotundus,PQ379829,1353,0.743,44.3,46.6,39.7,46.8,56.5
Desmodus rotundus,PQ379831,1353,0.751,43.7,45.2,40.4,45.5,54.6
Desmodus rotundus,PQ379832,1353,0.748,44.2,46.3,39.9,46.3,56
Desmodus rotundus,PQ379834,1353,0.752,44.7,46.6,39.7,47.9,56.3
Desmodus rotundus,PQ379836,1353,0.75,44.6,46.3,39.9,47.5,56.7
Desmodus rotundus,PQ379849,1353,0.75,43.7,46.1,40.1,44.8,55.8
Desmodus rotundus,PQ510120,1353,0.748,43.8,46.6,40.1,44.6,54.9
Desmodus rotundus,PQ603086,1353,0.745,44.3,46.3,39.7,46.8,56.4
Desmodus rotundus,PQ671599,1353,0.761,43.6,45.9,40.1,44.8,53.2
Desmodus rotundus,PQ671601,1353,0.76,43.4,46.1,40.1,43.9,52.2
Desmodus rotundus,AF351849,1353,0.752,43.3,45.7,39.7,44.6,56.3
Desmodus rotundus,AF394876,1353,0.754,43.6,45.9,39.9,45,55.8
Desmodus rotundus,GU644760,1353,0.753,43.1,45.7,39.5,44.1,55.9
Desmodus rotundus,GU644761,1353,0.752,43.3,45.7,39.7,44.6,56.1
Desmodus rotundus,GU644762,1353,0.752,43.1,45.5,39.7,44.1,56
Desmodus rotundus,GU644763,1353,0.754,43.2,45.7,39.5,44.3,55.9
Desmodus rotundus,GU644764,1353,0.753,43.1,45.5,39.7,44.1,55.8
Desmodus rotundus,GU644765,1353,0.749,43,45.5,39.7,43.9,56
Desmodus rotundus,GU644766,1353,0.752,42.9,45.5,39.7,43.7,55.8
Desmodus rotundus,GU644767,1353,0.748,43,45.5,39.7,43.9,56.1
Desmodus rotundus,GU644768,1353,0.752,43.1,45.5,39.7,44.1,55.9
Desmodus rotundus,GU644769,1353,0.752,43,45.7,39.7,43.7,56
Desmodus rotundus,GU644770,1353,0.751,43.3,45.7,39.7,44.6,56.4
Desmodus rotundus,GU644771,1353,0.753,43.3,45.7,39.7,44.6,56.3
Desmodus rotundus,GU644772,1353,0.751,43.3,45.5,40.1,44.3,56.1
Desmodus rotundus,GU644773,1353,0.752,43,45.5,39.5,44.1,55.9
Desmodus rotundus,GU644774,1353,0.751,43.1,45.5,39.7,44.1,56.2
Desmodus rotundus,GU644775,1353,0.753,43,45.5,39.5,44.1,55.9
Desmodus rotundus,GU644776,1353,0.749,42.9,45.5,39.7,43.7,56
Desmodus rotundus,GU644777,1353,0.751,43.2,45.5,39.7,44.6,55.9
Desmodus rotundus,GU644778,1353,0.753,43.2,45.5,39.7,44.6,55.6
Desmodus rotundus,GU644779,1353,0.752,43.1,45.5,39.7,44.1,55.7
Desmodus rotundus,GU644780,1353,0.751,43.3,45.5,39.7,44.8,56.5
Desmodus rotundus,GU644781,1353,0.75,43.2,45.5,39.9,44.1,56.3
Desmodus rotundus,GU644782,1353,0.752,43.3,45.7,39.7,44.6,56.3
Desmodus rotundus,GU644784,1353,0.752,43.1,45.2,39.7,44.3,56
Desmodus rotundus,GU644785,1353,0.752,43.1,45.5,39.7,44.1,56.1
Desmodus rotundus,GU644786,1353,0.752,43.5,45.7,39.7,45,56.5
Desmodus rotundus,GU644787,1353,0.753,43.1,45.5,39.7,44.1,55.2
Desmodus rotundus,GU644788,1353,0.751,43.2,45.7,39.5,44.3,56.1
Desmodus rotundus,JQ685905,1353,0.752,43.2,45.7,39.7,44.3,56.2
Desmodus rotundus,AF351828,1353,0.757,44.6,46.6,39.7,47.7,53.5
Desmodus rotundus,AF351831,1353,0.744,44.2,46.8,39.5,46.3,55
Desmodus rotundus,AF351832,1353,0.754,44.1,45.7,39,47.7,55.2
Desmodus rotundus,AF351833,1353,0.753,43.8,46.1,39.7,45.7,53.1
Desmodus rotundus,AF351855,1353,0.744,43.9,47,39,45.7,53.1
Desmodus rotundus,AF351861,1353,0.754,44.1,46.3,39.5,46.3,54.9
Desmodus rotundus,AF351862,1353,0.754,43.8,45.9,39.2,46.3,53.2
Desmodus rotundus,AY039227,1353,0.753,43.8,46.1,39.5,45.9,55.6
Desmodus rotundus,AY039228,1353,0.754,43.6,46.1,39.2,45.5,53.2
Desmodus rotundus,AY039229,1353,0.752,43.8,46.1,39.2,45.9,54.2
Desmodus rotundus,GU644652,1353,0.758,43.9,46.3,39.5,45.9,53.2
Desmodus rotundus,GU644654,1353,0.751,43.4,46.1,39.2,44.8,53.4
Desmodus rotundus,GU644655,1353,0.753,43.6,46.1,39.5,45.2,53.3
Desmodus rotundus,GU644656,1353,0.755,43.7,46.1,39.2,45.7,53.2
Desmodus rotundus,GU644657,1353,0.757,44.1,46.1,39.2,46.8,53
Desmodus rotundus,GU644658,1353,0.757,43.8,46.1,39.2,45.9,53.4
Desmodus rotundus,GU644659,1353,0.76,43.5,45.9,39.2,45.5,53.2
Desmodus rotundus,GU644660,1353,0.76,44,46.1,39.2,46.6,53.4
Desmodus rotundus,GU644661,1353,0.759,43.8,45.9,39.2,46.1,53.3
Desmodus rotundus,GU644662,1353,0.757,44.1,46.1,39.2,46.8,53.4
Desmodus rotundus,GU644663,1353,0.759,44.1,46.1,39.5,46.6,53.4
Desmodus rotundus,GU644664,1353,0.762,44.2,46.1,39.2,47.2,53.2
Desmodus rotundus,GU644665,1353,0.757,43.9,46.1,39,46.6,53.7
Desmodus rotundus,GU644666,1353,0.76,44,46.1,39.2,46.6,54.1
Desmodus rotundus,GU644667,1353,0.758,43.8,46.1,39.2,46.1,53.5
Desmodus rotundus,GU644668,1353,0.763,44,45.9,39.2,46.8,53.1
Desmodus rotundus,GU644669,1353,0.759,43.8,46.1,39.2,45.9,53.5
Desmodus rotundus,GU644670,1353,0.763,44.1,46.1,39.2,47,54.4
Desmodus rotundus,GU644671,1353,0.759,43.5,46.1,39.2,45.2,52.5
Desmodus rotundus,GU644676,1353,0.752,43.7,46.1,39.2,45.7,54.4
Desmodus rotundus,GU644677,1353,0.753,44,46.1,39.2,46.6,54
Desmodus rotundus,GU644684,1353,0.752,43.5,46.1,39.2,45.2,53.3
Desmodus rotundus,GU644689,1353,0.751,43.5,46.3,39.2,45,53.2
Desmodus rotundus,GU644690,1353,0.751,43.6,46.3,39.2,45.2,53.2
Desmodus rotundus,GU644695,1353,0.751,43.6,46.3,39.2,45.2,53.3
Desmodus rotundus,AF351845,1353,0.752,44.8,46.1,39.9,48.3,57
Desmodus rotundus,AF351846,1353,0.753,45,46.3,39.9,48.8,57.3
Desmodus rotundus,AF351858,1353,0.75,45.3,46.3,40.1,49.4,56.8
Desmodus rotundus,AF394883,1353,0.752,44.9,46.3,39.9,48.3,57.1
Desmodus rotundus,AF394884,1353,0.751,44.8,46.1,39.9,48.3,56.7
Desmodus rotundus,GU644712,1353,0.75,45.1,46.1,39.9,49.2,57.6
Desmodus rotundus,GU644713,1353,0.75,45.1,46.1,40.1,49,58.4
Desmodus rotundus,GU644714,1353,0.755,45.2,46.1,39.9,49.4,57.1
Desmodus rotundus,GU644715,1353,0.751,44.9,46.1,39.9,48.8,57.4
Desmodus rotundus,GU644716,1353,0.752,45.1,46.3,39.9,49,57.3
Desmodus rotundus,GU644717,1353,0.751,44.9,45.9,39.9,48.8,57
Desmodus rotundus,GU644718,1353,0.754,44.9,45.9,39.9,49,57.2
Desmodus rotundus,GU644719,1353,0.752,45.1,46.1,39.9,49.2,57.6
Desmodus rotundus,GU644720,1353,0.751,45,46.1,39.9,49,57.7
Desmodus rotundus,GU644721,1353,0.752,44.9,46.1,39.9,48.8,57.3
Desmodus rotundus,JQ685947,1353,0.751,44.9,46.1,39.9,48.6,56.5
Canis familiaris,AY352488,1353,0.774,46,47.7,39.5,50.8,54.3
Canis familiaris,AY352501,1353,0.773,44.9,47.7,39.5,47.7,53.6
Canis familiaris,JN258588,1353,0.767,44.9,47.9,39.5,47.5,53.2
Canis familiaris,JN258592,1353,0.775,46,47.9,39.5,50.8,54.1
Canis familiaris,JX987747,1353,0.774,45.9,47.7,39.5,50.6,54.4
Canis familiaris,KU198460,1353,0.774,45.8,47.7,39.5,50.3,54.4
Canis familiaris,KU198462,1353,0.774,45.8,48.1,39.2,50.1,55.4
Canis familiaris,KU198464,1353,0.777,45.9,47.5,39.5,50.8,54.3
Canis familiaris,KU198466,1353,0.769,44.9,47.9,39.5,47.2,53.5
Canis familiaris,KU198467,1353,0.768,45,47.9,39.5,47.7,53.6
Canis familiaris,KU198472,1353,0.767,45,47.9,39.7,47.5,53.8
Canis familiaris,KU198476,1353,0.767,45.1,47.9,39.5,47.9,53.3
Canis familiaris,KU198477,1353,0.768,45,47.9,39.5,47.7,53.8
Canis familiaris,KU198478,1353,0.774,44.8,47.7,39.5,47.2,54.3
Canis familiaris,KX036361,1353,0.772,44.9,47.7,39.5,47.5,53.2
Canis familiaris,KX036362,1353,0.771,44.9,47.7,39.5,47.7,53.4
Canis familiaris,KX036364,1353,0.771,44.7,47.7,39.5,47,53.4
Canis familiaris,KX036365,1353,0.77,44.9,48.1,39.5,47,53.3
Canis familiaris,KX036366,1353,0.769,45,47.7,39.5,47.9,53.6
Canis familiaris,KX954123,1353,0.782,46,47.7,39.5,50.8,53.9
Canis familiaris,LT598537,1353,0.771,45.2,47.7,39.5,48.3,54
Canis familiaris,LT598538,1353,0.767,44.9,47.9,39.5,47.5,53.8
Canis familiaris,LT598539,1353,0.765,45.1,47.9,39.7,47.7,53.7
Canis familiaris,LT598540,1353,0.767,45,47.9,39.5,47.7,53.3
Canis familiaris,LT598541,1353,0.769,45.1,47.9,39.5,47.9,53.7
Canis familiaris,LT598543,1353,0.771,44.8,47.7,39.2,47.5,53.3
Canis familiaris,LT909550,1353,0.774,45.9,47.7,39.5,50.6,54.3
Canis familiaris,MG458313,1353,0.775,45.9,47.7,39.5,50.6,54.2
Canis familiaris,MN233885,1353,0.774,45,47.9,39.5,47.7,54.2
Canis familiaris,MN233886,1353,0.772,45,47.9,39.5,47.7,54.3
Canis familiaris,MN233892,1353,0.77,45,47.9,39.5,47.7,53.6
Canis familiaris,MN233896,1353,0.768,44.9,47.9,39.5,47.5,53.7
Canis familiaris,MN233900,1353,0.767,44.9,47.9,39.5,47.2,53.3
Canis familiaris,MN233948,1353,0.767,44.9,47.9,39.5,47.5,53.5
Canis familiaris,MN233949,1353,0.771,44.9,47.7,39.5,47.7,53.2
Canis familiaris,MN233950,1353,0.771,45,47.7,39.5,47.9,53.2
Canis familiaris,MN233952,1353,0.771,44.9,47.7,39.7,47.2,53.7
Canis familiaris,MN233953,1353,0.773,44.9,47.5,39.5,47.9,53.2
Canis familiaris,MN233955,1353,0.772,44.9,47.5,39.5,47.9,53.4
Canis familiaris,MN233956,1353,0.769,44.9,47.9,39.5,47.2,53.5
Canis familiaris,MN233958,1353,0.771,44.9,47.5,39.5,47.7,53.4
Canis familiaris,MN233960,1353,0.769,45.1,47.9,39.5,47.9,53.8
Canis familiaris,MN233963,1353,0.766,45,47.9,39.5,47.7,54.1
Canis familiaris,MN233967,1353,0.765,44.9,47.9,39.5,47.2,53.3
Canis familiaris,MN233968,1353,0.773,44.9,47.7,39.5,47.7,54.2
Canis familiaris,MN233969,1353,0.772,45,47.7,39.7,47.7,54.2
Canis familiaris,MN233973,1353,0.768,45,47.9,39.5,47.7,53.7
Canis familiaris,MN233974,1353,0.768,45.1,47.9,39.5,47.9,53.8
Canis familiaris,MN233975,1353,0.767,44.9,47.9,39.5,47.5,53.7
Canis familiaris,MN233977,1353,0.768,44.8,47.9,39.5,47,53.7
Canis familiaris,MN233978,1353,0.766,45.2,48.1,39.5,47.9,54.1
Canis familiaris,MN233982,1353,0.767,44.9,47.9,39.5,47.5,53.7
Canis familiaris,MN233985,1353,0.767,45,47.9,39.5,47.7,53.6
Canis familiaris,MN233988,1353,0.767,45,47.9,39.5,47.7,53.1
Canis familiaris,MN233991,1353,0.768,44.9,47.7,39.5,47.5,53.8
Canis familiaris,MN233992,1353,0.773,44.9,47.5,39.5,47.7,54.1
Canis familiaris,MN233998,1353,0.767,44.9,47.9,39.5,47.2,53.7
Canis familiaris,MN234000,1353,0.773,45,47.9,39.5,47.7,54.1
Canis familiaris,MN234002,1353,0.767,44.9,47.9,39.5,47.2,53.5
Canis familiaris,MN234004,1353,0.769,44.7,47.9,39.5,46.8,53.2
Canis familiaris,MN234008,1353,0.767,44.9,47.9,39.5,47.2,53.7
Canis familiaris,MN234016,1353,0.768,45,47.9,39.5,47.7,53.7
Canis familiaris,MN234017,1353,0.77,45,47.7,39.5,47.9,53.6
Canis familiaris,MN234018,1353,0.769,44.8,47.5,39.5,47.5,53.3
Canis familiaris,MN234023,1353,0.768,45,47.9,39.5,47.7,53.9
Canis familiaris,MN234043,1353,0.768,45,47.9,39.5,47.7,53.7
Canis familiaris,MN234046,1353,0.767,44.9,47.9,39.5,47.5,53.8
Canis familiaris,MN234055,1353,0.767,44.9,47.9,39.5,47.5,53.3
Canis familiaris,MN384717,1353,0.773,45.2,47.9,39.2,48.3,53.6
Canis familiaris,DQ666289,1353,0.755,44.9,47.2,39.7,47.7,56.9
Canis familiaris,DQ666290,1353,0.756,44.7,47.5,39,47.7,56.7
Canis familiaris,DQ866105,1353,0.756,44.8,47.7,38.6,48.1,57
Canis familiaris,DQ866106,1353,0.757,44.6,47.2,38.8,47.7,56.5
Canis familiaris,DQ866108,1353,0.754,44.4,47.5,38.8,47,56.8
Canis familiaris,DQ866109,1353,0.753,44.6,47.7,38.8,47.2,56.5
Canis familiaris,DQ866110,1353,0.754,44.3,47.7,38.8,46.3,57.3
Canis familiaris,DQ866112,1353,0.754,44.6,47.5,38.8,47.5,57.1
Canis familiaris,DQ866116,1353,0.754,44.3,47.9,38.8,46.3,56.7
Canis familiaris,DQ866119,1353,0.755,44.6,47.7,38.8,47.2,57.3
Canis familiaris,EU086182,1353,0.756,44.6,47.7,38.8,47.2,56.3
Canis familiaris,EU086183,1353,0.755,44.6,47.9,39,46.8,56.3
Canis familiaris,EU828653,1353,0.75,44.3,48.1,38.6,46.1,56.6
Canis familiaris,FJ561726,1353,0.75,44.5,48.1,38.8,46.6,57
Canis familiaris,FJ561727,1353,0.751,44.6,48.1,39,46.6,57
Canis familiaris,FJ561728,1353,0.753,44.9,48.3,38.8,47.7,57.2
Canis familiaris,FJ866829,1353,0.75,45.2,48.8,39,47.7,57.4
Canis familiaris,FJ866830,1353,0.75,44.8,48.1,39,47.2,57.6
Canis familiaris,FJ866831,1353,0.753,44.8,48.3,38.8,47.2,57.4
Canis familiaris,GQ472468,1353,0.755,44.6,47.5,39,47.5,56.1
Canis familiaris,GQ472470,1353,0.758,44.9,47.7,39,47.9,56.3
Canis familiaris,GQ472473,1353,0.756,44.4,47.5,38.8,47,56.4
Canis familiaris,GQ472477,1353,0.754,44.6,47.5,38.6,47.7,56.9
Canis familiaris,GU358653,1353,0.755,44.7,48.1,38.8,47.2,56.2
Canis familiaris,HM486355,1353,0.754,44.5,47.5,39,47,59.6
Canis familiaris,HM486356,1353,0.754,44.5,47.5,39,47,59.7
Canis familiaris,HM486368,1353,0.755,44.4,47.2,38.8,47.2,56.6
Canis familiaris,HM486369,1353,0.754,44.6,47.7,39,47,59.6
Canis familiaris,HM486374,1353,0.754,44.6,47.5,39.2,47,59.4
Canis familiaris,HM486379,1353,0.754,44.6,47.5,39.2,47,59.7
Canis familiaris,HM486381,1353,0.752,44.9,48.6,39.5,46.6,56.5
Canis familiaris,JF819605,1353,0.751,44.9,47.9,39.7,47,59.1
Canis familiaris,JF819615,1353,0.754,44.6,47.5,39.2,47,59.5
Canis familiaris,JN974823,1353,0.756,44.8,47.9,38.6,47.9,57
Canis familiaris,JN974824,1353,0.754,44.5,47.9,38.8,46.8,56.5
Canis familiaris,JN974828,1353,0.756,44.6,47.5,38.8,47.7,56.6
Canis familiaris,JN974829,1353,0.757,44.6,47.5,38.8,47.7,56.2
Canis familiaris,JN974838,1353,0.751,44.6,48.3,38.8,46.6,56.9
Canis familiaris,JN974842,1353,0.757,44.8,47.9,38.6,47.9,57
Canis familiaris,JN974845,1353,0.759,44.7,47.7,38.6,47.9,56.8
Canis familiaris,JN974870,1353,0.754,44.3,47.2,38.8,47,58.9
Canis familiaris,JN974871,1353,0.756,44.4,47.2,39,47,59.8
Canis familiaris,JN974872,1353,0.754,44.5,47.5,39,47,59.5
Canis familiaris,JN974873,1353,0.753,44.4,47.5,38.8,47,60.5
Canis familiaris,JQ970480,1353,0.761,44.8,47.7,38.6,48.1,56.8
Canis familiaris,KT221107,1353,0.758,44.6,47.7,38.4,47.9,56.9
Canis familiaris,KT894558,1353,0.76,45,48.1,39,47.9,57.4
Canis familiaris,KT894572,1353,0.757,44.7,48.1,38.6,47.5,57
Canis familiaris,KT894573,1353,0.759,44.5,47.9,38.6,47,57.3
Canis familiaris,KT894577,1353,0.754,44.7,47.5,38.8,47.9,55.8
Canis familiaris,KT894578,1353,0.754,44.8,47.5,38.8,48.1,55.8
Canis familiaris,KX148264,1353,0.756,44.7,47.9,38.8,47.5,56.2
Canis familiaris,KY451767,1353,0.756,45,47.9,38.8,48.3,56.8
Canis familiaris,MG201879,1353,0.755,44.7,47.5,39,47.7,56.4
Canis familiaris,MG201880,1353,0.754,44.4,47.5,38.8,47,56.3
Canis familiaris,MG201884,1353,0.756,44.6,47.5,38.8,47.7,56.3
Canis familiaris,MG201919,1353,0.756,44.8,47.5,38.8,48.1,56.5
Canis familiaris,MG201921,1353,0.761,44.5,47.2,38.8,47.5,56.4
Canis familiaris,MN784132,1353,0.756,44.6,47.5,38.8,47.7,56.6
Canis familiaris,FJ598135,1353,0.761,43.9,47.2,39,45.5,59.5
Canis familiaris,FJ712195,1353,0.767,44.6,47.5,39.2,47,57.2
Canis familiaris,FJ712196,1353,0.763,44.1,47.5,39,45.7,58.7
Canis familiaris,FJ719751,1353,0.76,44.5,47.5,39,47,58.9
Canis familiaris,FJ719753,1353,0.761,44.1,47.5,38.8,46.1,59.6
Canis familiaris,FJ719755,1353,0.762,44.6,47.5,39,47.2,59.5
Canis familiaris,GU647092,1353,0.761,44.2,47.5,38.8,46.3,59.9
Canis familiaris,HQ118114,1353,0.761,44.1,47.5,39,45.7,59.4
Canis familiaris,JN974877,1353,0.763,44.1,47.5,39.2,45.7,59.4
Canis familiaris,JQ950446,1353,0.758,44.6,47.9,39,46.8,59.4
Canis familiaris,JQ950448,1353,0.762,44.3,47.7,39,46.3,59.3
Canis familiaris,KF726852,1353,0.761,44.7,47.9,39.2,47,59.5
Canis familiaris,KP319185,1353,0.763,44.4,47.5,38.8,47,59.6
Canis familiaris,KP319186,1353,0.759,44.5,47.5,39,47,58.8
Canis familiaris,KP319187,1353,0.764,44.1,47.5,38.8,46.1,59.7
Canis familiaris,KP319188,1353,0.76,44.6,47.5,39,47.2,58.9
Canis familiaris,KP319191,1353,0.761,44.1,47.5,38.8,46.1,59.6
Canis familiaris,KP319193,1353,0.762,44.2,47.5,39,46.1,59.4
Canis familiaris,KP319194,1353,0.759,44.6,48.1,39,46.8,59.4
Canis familiaris,KP319195,1353,0.76,44.7,47.9,39,47.2,59.3
Canis familiaris,KP319199,1353,0.759,44.4,47.5,39.2,46.6,58.5
Canis familiaris,KP319201,1353,0.758,44.3,47.5,39.2,46.3,58.4
Canis familiaris,KP319203,1353,0.763,44.3,47.5,39,46.6,59.3
Canis familiaris,KP319204,1353,0.763,44.3,47.5,39,46.6,59.3
Canis familiaris,KP319205,1353,0.76,44.5,47.7,39.5,46.3,59.4
Canis familiaris,KP319206,1353,0.77,44.3,47.5,38.8,46.8,59.6
Canis familiaris,KP319207,1353,0.768,44.4,47.5,38.8,47,59.6
Canis familiaris,MT068612,1353,0.761,44.5,47.2,39.2,47,57.9
Canis familiaris,MT068615,1353,0.764,44.5,47.7,39,46.8,59
Canis familiaris,AY854505,1353,0.771,44.1,47.5,39,45.7,56
Canis familiaris,AY854525,1353,0.771,44.2,47.7,39,45.9,55.7
Canis familiaris,AY854531,1353,0.774,44.2,47.9,39.2,45.5,54.5
Canis familiaris,AY854544,1353,0.777,44.5,47.7,39.2,46.6,55.8
Canis familiaris,AY854546,1353,0.777,44.5,47.7,39.2,46.6,55.5
Canis familiaris,AY854558,1353,0.768,44.8,47.5,39.2,47.7,55.6
Canis familiaris,AY854567,1353,0.763,44.8,48.1,39,47.2,55.9
Canis familiaris,AY854573,1353,0.766,44.4,48.1,39,46.1,55.6
Canis familiaris,AY854576,1353,0.773,43.9,47.9,39,44.8,54.5
Canis familiaris,AB284509,1353,0.774,44.9,47.9,38.8,48.1,53.2
Canis familiaris,AB284511,1353,0.774,44.9,47.7,38.8,48.1,53.2
Canis familiaris,AB284512,1353,0.772,44.9,47.9,38.8,47.9,53.3
Canis familiaris,AB284513,1353,0.775,44.9,47.7,38.8,48.1,52.2
Canis familiaris,AB284514,1353,0.774,44.9,47.7,38.8,48.1,53.5
Canis familiaris,EU853582,1353,0.77,44.7,48.1,39,47,52.8
Canis familiaris,EU853584,1353,0.765,44.6,48.3,38.8,46.6,52.4
Canis familiaris,EU853586,1353,0.766,44.5,48.3,38.8,46.3,52.2
Canis familiaris,EU853587,1353,0.763,44.2,48.1,38.8,45.7,51.4
Canis familiaris,EU853590,1353,0.763,44.1,48.1,38.6,45.7,51.8
Canis familiaris,HM179504,1353,0.761,44.1,48.1,39,45,53.8
Canis familiaris,HM179505,1353,0.764,44.6,48.1,39,46.6,53.3
Canis familiaris,HM179506,1353,0.773,44.5,48.1,38.8,46.6,52.9
Canis familiaris,KF155002,1353,0.774,44.9,48.1,38.6,48.1,53.4
Canis familiaris,KR534217,1353,0.772,44.6,48.1,38.8,47,52.8
Canis familiaris,KR534218,1353,0.771,44.6,48.1,38.8,46.8,52.8
Canis familiaris,KR534219,1353,0.762,43.8,47.9,38.6,45,52.3
Canis familiaris,KR534228,1353,0.76,43.9,47.9,38.6,45.2,52.8
Canis familiaris,KR534229,1353,0.77,44.7,48.1,38.8,47.2,54
Canis familiaris,KR534230,1353,0.759,44.3,48.1,38.8,46.1,52.8
Canis familiaris,KR534233,1353,0.769,44.6,48.1,38.8,47,53.9
Canis familiaris,KR534238,1353,0.76,43.8,47.9,38.6,45,52.8
Canis familiaris,KR534244,1353,0.77,44.7,48.1,38.8,47.2,53.9
Canis familiaris,KR534250,1353,0.77,44.9,48.1,38.8,47.7,53.8
Canis familiaris,KR534251,1353,0.76,43.9,47.9,38.6,45.2,52.7
Canis familiaris,KR534252,1353,0.755,44.1,47.9,38.6,45.7,52.7
Canis familiaris,KR534253,1353,0.771,44.6,48.1,38.8,46.8,53.4
Canis familiaris,KR906735,1353,0.767,44.9,48.3,38.8,47.5,54.4
Canis familiaris,KR906736,1353,0.767,44.8,48.3,38.8,47.2,54.5
Canis familiaris,KR906739,1353,0.766,44.1,47.9,38.6,45.7,52.9
Canis familiaris,KR906741,1353,0.767,44.4,48.1,38.8,46.3,53.8
Canis familiaris,KR906742,1353,0.773,44.9,48.1,38.8,47.9,53.9
